ID;Host ID;Host Since;Neighbourhood;City;State;Zipcode;Latitude;Longitude;Property Type;Room Type;Bathrooms;Bedrooms;Beds;Bed Type;Square Feet;Cleaning Fee;Availability 365;Review Scores Location;Cancellation Policy;Accommodates;Reviews per Month;Minimum Nights;Price;Monthly Price;Weekly Price;Occupancy
15141125;96019257;2016-09-20;Embajadores;Madrid;Comunidad de Madrid;28005;40.40745268477803;-3.707995475443264;Loft;Entire home/apt;1.0;0.0;1.0;Real Bed;;20.0;66.0;10.0;moderate;2.0;5.11;2.0;50.0;;;1.8581818181818184
9470166;9885245;2013-11-08;Embajadores;Madrid;Comunidad de Madrid;28012;40.40831556101927;-3.705006385704201;Apartment;Entire home/apt;1.0;1.0;2.0;Real Bed;;15.0;347.0;9.0;strict;4.0;5.88;1.0;50.0;;;0.20334293948126803
17444981;118059488;2017-02-25;Embajadores;Madrid;Comunidad de Madrid;28012;40.413722014584295;-3.706823118653672;Apartment;Entire home/apt;1.5;1.0;2.0;Real Bed;;25.0;155.0;10.0;moderate;4.0;6.18;1.0;77.0;;;0.4784516129032258
3284565;1892467;2012-03-09;Embajadores;Madrid;Community of Madrid;28012;40.41126337271805;-3.6973054373712886;Apartment;Entire home/apt;1.0;1.0;2.0;Real Bed;;25.0;191.0;9.0;strict;2.0;0.19;7.0;50.0;740.0;300.0;0.08356020942408378
499911;2467212;2012-05-26;Embajadores;Madrid;Comunidad de Madrid;28012;40.41255625665078;-3.701155364799422;Apartment;Entire home/apt;1.0;2.0;4.0;Real Bed;;60.0;237.0;10.0;strict;5.0;1.39;4.0;95.0;;590.0;0.28151898734177216
1346747;7306349;2013-07-05;La Latina;Madrid;Community of Madrid;28005;40.40790775263045;-3.705095395441632;Apartment;Entire home/apt;1.0;1.0;2.0;Real Bed;;25.0;234.0;9.0;moderate;4.0;0.62;2.0;69.0;1100.0;400.0;0.06358974358974359
3097553;15327748;2014-05-10;Embajadores;Madrid;Community of Madrid;28012;40.408983157395134;-3.698251543680056;Apartment;Entire home/apt;1.0;1.0;1.0;Real Bed;;0.0;153.0;10.0;moderate;2.0;0.33;1.0;70.0;;;0.02588235294117647
13440784;76707968;2016-06-09;La Latina;Madrid;Comunidad de Madrid;28005;40.40835752461163;-3.704043265135827;Apartment;Private room;1.5;1.0;1.0;Real Bed;;0.0;0.0;7.0;moderate;2.0;0.22;1.0;30.0;450.0;150.0;2.6400002640000265e-07
7818234;5239042;2013-02-26;Embajadores;Madrid;Comunidad de Madrid;28012;40.411622134427205;-3.703281054404274;Apartment;Entire home/apt;1.0;1.0;2.0;Real Bed;;20.0;319.0;9.0;moderate;4.0;0.49;3.0;57.0;;332.0;0.05529780564263323
1386096;6643556;2013-05-29;La Latina;Madrid;Community of Madrid;28012;40.407338871766925;-3.7070192202047374;Apartment;Entire home/apt;1.0;1.0;1.0;Real Bed;;0.0;250.0;10.0;moderate;2.0;0.12;5.0;59.0;800.0;399.0;0.028799999999999996
7907083;23849920;2014-11-17;Embajadores;Madrid;Comunidad de Madrid;28012;40.41055884554781;-3.706428605664073;Apartment;Entire home/apt;1.5;4.0;5.0;Real Bed;;55.0;124.0;10.0;strict;8.0;1.31;3.0;160.0;;;0.38032258064516133
14180827;18942409;2014-07-26;Embajadores;Madrid;Comunidad de Madrid;28012;40.41216293682516;-3.701828068888151;Apartment;Private room;1.0;1.0;1.0;Real Bed;;10.0;0.0;;flexible;2.0;;1.0;25.0;;;0.0
8011473;8831188;2013-09-14;Embajadores;Madrid;Comunidad de Madrid;28012;40.41285947039403;-3.703050484421648;Apartment;Entire home/apt;1.0;1.0;2.0;Real Bed;;35.0;364.0;;flexible;2.0;;30.0;70.0;700.0;375.0;0.0
13221821;74180884;2016-05-26;Embajadores;Madrid;Comunidad de Madrid;;40.413592127827165;-3.703169512570856;Apartment;Entire home/apt;2.0;3.0;5.0;Real Bed;;47.0;268.0;10.0;moderate;7.0;4.44;2.0;150.0;;;0.3976119402985075
1942585;1528801;2011-12-22;La Latina;Madrid;Comunidad de Madrid;28012;40.4090849589356;-3.7047444736040687;Apartment;Entire home/apt;2.0;3.0;14.0;Real Bed;;60.0;334.0;9.0;moderate;14.0;0.39;3.0;120.0;1900.0;600.0;0.04203592814371257
9460773;15208964;2014-05-07;Embajadores;Madrid;Comunidad de Madrid;28012;40.405529543852246;-3.7023777824721167;Condominium;Entire home/apt;1.0;1.0;2.0;Real Bed;;15.0;138.0;10.0;strict;2.0;4.07;2.0;45.0;;;0.7078260869565218
16311700;19725037;2014-08-09;La Latina;Madrid;Comunidad de Madrid;28012;40.41196098544589;-3.706947682659962;Apartment;Private room;1.0;1.0;1.0;Real Bed;;20.0;333.0;10.0;strict;2.0;3.78;3.0;37.0;;;0.4086486486486486
5399733;3272228;2012-08-15;La Latina;Madrid;Comunidad de Madrid;28005;40.410074240590106;-3.7106236892189832;Apartment;Entire home/apt;1.0;1.0;1.0;Real Bed;;25.0;66.0;10.0;strict;2.0;1.33;4.0;89.0;2500.0;540.0;0.9672727272727273
10218330;15819228;2014-05-21;Palacio;Madrid;Comunidad de Madrid;28013;40.42017438596894;-3.712628745100702;Condominium;Entire home/apt;3.0;3.0;3.0;Real Bed;;73.0;59.0;10.0;strict;5.0;0.33;3.0;192.0;;;0.20135593220338982
14773153;36963267;2015-06-28;La Latina;Madrid;Comunidad de Madrid;28005;40.40989805431663;-3.710947970973952;Loft;Entire home/apt;1.0;1.0;1.0;Real Bed;;30.0;330.0;;strict;4.0;;1.0;100.0;;;0.0
1666184;8824421;2013-09-14;Palacio;Madrid;Community of Madrid;28005;40.41179162145978;-3.709707931327856;Apartment;Entire home/apt;1.0;2.0;3.0;Real Bed;;0.0;223.0;10.0;flexible;4.0;0.66;3.0;70.0;1680.0;420.0;0.1065470852017937
17986327;15258781;2014-05-08;La Latina;Madrid;Comunidad de Madrid;28012;40.41215429347274;-3.708006181023032;Apartment;Private room;2.0;1.0;1.0;Real Bed;;15.0;293.0;;strict;1.0;;10.0;15.0;;;0.0
12809312;2009482;2012-03-26;La Latina;Madrid;Comunidad de Madrid;28012;40.41276583905967;-3.7075909638953415;Apartment;Private room;1.5;1.0;1.0;Real Bed;;8.0;297.0;10.0;flexible;2.0;0.36;2.0;52.0;;;0.029090909090909094
9914784;4795421;2013-01-21;La Latina;Madrid;Comunidad de Madrid;28005;40.41172628295956;-3.7126621848665033;Loft;Entire home/apt;2.0;2.0;3.0;Real Bed;;0.0;326.0;10.0;strict;4.0;2.57;2.0;160.0;;;0.18920245398773003
4196358;11488818;2014-01-20;Palacio;Madrid;Comunidad de Madrid;28013;40.42099216161933;-3.710401967861499;Apartment;Entire home/apt;1.0;1.0;2.0;Real Bed;;20.0;252.0;10.0;strict;4.0;1.5;20.0;80.0;1390.0;425.0;1.4285714285714286
13183219;73741764;2016-05-24;Palacio;Madrid;Comunidad de Madrid;28005;40.412028475410665;-3.715778795417614;Apartment;Entire home/apt;1.0;1.0;1.0;Real Bed;;24.0;113.0;9.0;flexible;3.0;2.12;2.0;68.0;;;0.45026548672566374
15508358;99632258;2016-10-14;Palacio;Madrid;Comunidad de Madrid;28013;40.41512467560732;-3.7102938005955113;Apartment;Entire home/apt;1.0;2.0;2.0;Real Bed;;20.0;67.0;10.0;strict;6.0;4.34;2.0;80.0;;;1.5546268656716418
11050879;57354901;2016-02-04;Palacio;Madrid;Comunidad de Madrid;28005;40.411268401960974;-3.711598282910733;Apartment;Entire home/apt;1.0;1.0;1.0;Real Bed;;0.0;80.0;;strict;2.0;;2.0;60.0;;;0.0
5547854;9193333;2013-10-02;Embajadores;Madrid;Comunidad de Madrid;28012;40.40645117724535;-3.699536858845091;Apartment;Private room;1.0;1.0;1.0;Real Bed;;0.0;342.0;9.0;moderate;2.0;3.47;2.0;28.0;550.0;185.0;0.24350877192982456
843700;4211443;2012-11-21;La Latina;Madrid;Community of Madrid;28012;40.4133780215198;-3.706167781380057;Bed & Breakfast;Private room;1.5;1.0;1.0;Real Bed;;50.0;34.0;10.0;moderate;2.0;0.21;2.0;50.0;1196.0;350.0;0.14823529411764705
2966350;824421;2011-07-15;Embajadores;Madrid;Community of Madrid;28012;40.41204778900974;-3.701021523297488;Apartment;Entire home/apt;1.0;1.0;1.0;Real Bed;;25.0;258.0;9.0;strict;3.0;3.77;2.0;50.0;895.0;320.0;0.35069767441860467
4319780;18921080;2014-07-26;Embajadores;Madrid;Community of Madrid;28012;40.410469609965816;-3.701457309971553;Apartment;Private room;1.0;1.0;1.0;Real Bed;;20.0;350.0;9.0;flexible;2.0;2.02;3.0;40.0;;255.0;0.20777142857142858
17731717;27997968;2015-02-19;Embajadores;Madrid;Comunidad de Madrid;28012;40.40960280780846;-3.69501806290754;Apartment;Entire home/apt;1.0;1.0;1.0;Real Bed;;30.0;167.0;;strict;2.0;;2.0;62.0;;;0.0
12807973;66155115;2016-04-07;Embajadores;Madrid;Comunidad de Madrid;28012;40.40581437264116;-3.700251544601717;Apartment;Entire home/apt;1.0;2.0;2.0;Real Bed;;20.0;336.0;9.0;moderate;3.0;5.23;1.0;50.0;;;0.1867857142857143
12705598;44205379;2015-09-14;Embajadores;Madrid;Comunidad de Madrid;28012;40.41098688796061;-3.7050591885379167;Apartment;Private room;1.5;1.0;1.0;Real Bed;;0.0;306.0;9.0;strict;2.0;4.01;2.0;25.0;;;0.31450980392156863
14894437;59170299;2016-02-17;Embajadores;Madrid;Comunidad de Madrid;28012;40.40765373401717;-3.699040885353488;Condominium;Entire home/apt;1.0;1.0;2.0;Real Bed;;0.0;264.0;10.0;strict;4.0;4.4;2.0;47.0;;;0.4
11690240;10542677;2013-12-10;Embajadores;Madrid;Comunidad de Madrid;28012;40.40732471847044;-3.7006600238093688;House;Private room;1.0;1.0;1.0;Real Bed;;15.0;167.0;10.0;strict;2.0;0.42;1.0;38.0;;200.0;0.030179640718562873
16959438;15192229;2014-05-06;La Latina;Madrid;Comunidad de Madrid;28005;40.41086697749362;-3.706966665173075;Apartment;Entire home/apt;1.0;1.0;2.0;Real Bed;;25.0;344.0;10.0;strict;3.0;1.43;2.0;75.0;;;0.09976744186046511
6936094;15313759;2014-05-09;Embajadores;Madrid;Comunidad de Madrid;28012;40.41167401317618;-3.700290627988733;Bed & Breakfast;Private room;2.5;1.0;1.0;Real Bed;;10.0;300.0;10.0;flexible;2.0;0.05;2.0;38.0;800.0;220.0;0.004000000000000001
9535469;584351;2011-05-13;Embajadores;Madrid;Comunidad de Madrid;28012;40.41179965542782;-3.7039433023426462;Apartment;Entire home/apt;1.0;1.0;3.0;Real Bed;;35.0;303.0;9.0;strict;5.0;2.09;3.0;75.0;;;0.2483168316831683
16721056;7395294;2013-07-10;La Latina;Madrid;Comunidad de Madrid;28012;40.40893406007319;-3.7049793312797177;Apartment;Entire home/apt;1.0;1.0;2.0;Real Bed;;20.0;132.0;;strict;3.0;;1.0;55.0;;;0.0
429604;2106353;2012-04-10;Embajadores;Madrid;Madrid;28012;40.41268109204176;-3.701247361306439;Apartment;Entire home/apt;1.0;0.0;2.0;Real Bed;;0.0;224.0;10.0;flexible;3.0;0.04;5.0;65.0;1500.0;420.0;0.010714285714285716
5446082;11158986;2014-01-09;Embajadores;Madrid;Comunidad de Madrid;28012;40.41250621572405;-3.703883357747495;Apartment;Private room;1.0;1.0;1.0;Real Bed;;12.0;87.0;9.0;moderate;2.0;0.67;3.0;39.0;840.0;230.0;0.27724137931034487
17049729;114454030;2017-02-02;Palacio;Madrid;Comunidad de Madrid;28013;40.421408098599485;-3.707649938101373;Apartment;Entire home/apt;1.0;1.0;3.0;Real Bed;;10.0;8.0;10.0;strict;4.0;2.14;1.0;60.0;;;3.21
16818439;68512996;2016-04-23;Palacio;Madrid;Comunidad de Madrid;28008;40.417820222494925;-3.719798229662536;Apartment;Entire home/apt;1.0;1.0;2.0;Real Bed;;20.0;357.0;;strict;3.0;0.56;1.0;80.0;;;0.018823529411764708
13940202;54619248;2016-01-14;Palacio;Madrid;Comunidad de Madrid;28005;40.41068105552736;-3.713488482306337;Apartment;Entire home/apt;1.0;2.0;2.0;Real Bed;;25.0;212.0;10.0;moderate;4.0;0.73;2.0;65.0;;;0.08264150943396226
1717189;4083688;2012-11-07;La Latina;Madrid;Community of Madrid;28005;40.41205745086388;-3.709148993063115;Apartment;Entire home/apt;2.0;2.0;2.0;Real Bed;592.0;25.0;6.0;10.0;moderate;6.0;2.79;2.0;72.0;2490.0;;11.160000000000002
16183177;2825772;2012-07-04;Palacio;Madrid;Comunidad de Madrid;28013;40.41627556008448;-3.710189188358307;Other;Entire home/apt;1.0;0.0;1.0;Real Bed;;10.0;70.0;10.0;strict;2.0;2.4;2.0;60.0;;;0.8228571428571427
16669645;97914995;2016-10-04;Palacio;Madrid;Comunidad de Madrid;28013;40.41685037839381;-3.7116059823914576;Other;Private room;1.0;1.0;1.0;Real Bed;;0.0;172.0;;flexible;2.0;;1.0;60.0;;;0.0
16216763;30557404;2015-04-03;Palacio;Madrid;Comunidad de Madrid;28005;40.409771307715104;-3.717248479475317;Apartment;Entire home/apt;1.0;1.0;1.0;Real Bed;;10.0;332.0;9.0;strict;4.0;5.04;1.0;56.0;;;0.1821686746987952
9151112;1650712;2012-01-25;Palacio;Madrid;Comunidad de Madrid;28013;40.41968006281567;-3.7107451758163816;Apartment;Entire home/apt;1.0;1.0;2.0;Real Bed;;50.0;248.0;10.0;strict;4.0;0.29;2.0;98.0;2050.0;618.0;0.028064516129032255
17620099;119791928;2017-03-08;Palacio;Madrid;Comunidad de Madrid;28013;40.42174883108167;-3.71110520281181;Apartment;Entire home/apt;2.0;2.0;3.0;Real Bed;;0.0;304.0;;moderate;6.0;;2.0;120.0;;;0.0
12375305;54594453;2016-01-14;Palacio;Madrid;Community of Madrid;;40.41076008172247;-3.711932782585155;Condominium;Entire home/apt;1.0;1.0;1.0;Real Bed;;15.0;2.0;10.0;strict;2.0;2.32;2.0;51.0;;;27.839999999999996
13197379;38221650;2015-07-12;Palacio;Madrid;Comunidad de Madrid;28005;40.40911329232872;-3.7116742868563577;Apartment;Entire home/apt;1.0;1.0;2.0;Real Bed;;20.0;34.0;10.0;moderate;3.0;0.21;2.0;50.0;;;0.14823529411764705
13226641;45543320;2015-10-01;Palacio;Madrid;Comunidad de Madrid;28005;40.40901134000833;-3.7112225444414144;Apartment;Entire home/apt;1.0;2.0;3.0;Real Bed;;20.0;26.0;10.0;strict;6.0;7.2;1.0;79.0;;;3.3230769230769233
11633315;61647308;2016-03-05;Palacio;Madrid;Comunidad de Madrid;28013;40.42247796997057;-3.7101564044628295;Apartment;Entire home/apt;1.0;1.0;2.0;Real Bed;;0.0;293.0;10.0;moderate;4.0;6.21;2.0;63.0;;;0.5086689419795222
9935947;487095;2011-04-05;La Latina;Madrid;Comunidad de Madrid;28005;40.41322292205862;-3.711935339760139;Apartment;Entire home/apt;1.0;1.0;2.0;Real Bed;;50.0;296.0;10.0;strict;4.0;2.17;2.0;80.0;;;0.17594594594594595
15701193;4231218;2012-11-24;Palacio;Madrid;Comunidad de Madrid;28013;40.41578614611588;-3.7099269990498622;Apartment;Entire home/apt;1.0;1.0;2.0;Real Bed;;30.0;295.0;10.0;strict;4.0;3.92;2.0;72.0;;;0.3189152542372881
13197405;26224188;2015-01-16;La Latina;Madrid;Community of Madrid;28005;40.41247706434667;-3.7089954086062713;Apartment;Entire home/apt;1.0;1.0;2.0;Real Bed;;25.0;97.0;10.0;strict;3.0;4.13;1.0;60.0;;;0.5109278350515464
12766878;69462535;2016-04-29;Palacio;Madrid;Comunidad de Madrid;28005;40.41105503357977;-3.716839748486407;Apartment;Entire home/apt;1.0;1.0;1.0;Real Bed;;30.0;8.0;9.0;moderate;3.0;1.59;1.0;40.0;;;2.3850000000000002
15094639;21244556;2014-09-12;La Latina;Madrid;Comunidad de Madrid;28005;40.41166679202023;-3.710040500631537;Apartment;Private room;1.0;1.0;1.0;Real Bed;;0.0;275.0;10.0;moderate;2.0;7.61;2.0;40.0;;;0.6641454545454546
2965016;12028707;2014-02-07;La Latina;Madrid;Community of Madrid;28012;40.41242019704001;-3.707873449904831;Apartment;Entire home/apt;2.0;5.0;8.0;Real Bed;;100.0;135.0;10.0;strict;12.0;0.71;3.0;300.0;;;0.18933333333333333
15852288;34627221;2015-05-31;La Latina;Madrid;Comunidad de Madrid;28005;40.40960750253689;-3.710648578507729;Apartment;Entire home/apt;1.0;1.0;1.0;Real Bed;;0.0;281.0;10.0;flexible;2.0;0.58;5.0;65.0;;;0.12384341637010675
10900611;10780665;2013-12-23;Palacio;Madrid;Comunidad de Madrid;28005;40.40940085610753;-3.711630313124473;Apartment;Entire home/apt;1.0;1.0;2.0;Real Bed;;15.0;281.0;10.0;strict;2.0;1.21;2.0;49.0;980.0;280.0;0.10334519572953736
1105892;6072314;2013-04-24;La Latina;Madrid;Community of Madrid;28005;40.41106051873265;-3.709062553832325;Apartment;Private room;1.0;1.0;1.0;Real Bed;;10.0;347.0;9.0;flexible;2.0;0.84;2.0;45.0;790.0;300.0;0.05809798270893372
10152233;50818652;2015-12-08;Embajadores;Madrid;Comunidad de Madrid;28012;40.4097993460848;-3.7006812109375296;Apartment;Entire home/apt;1.0;1.0;2.0;Real Bed;;20.0;4.0;9.0;strict;4.0;3.8;1.0;35.0;;;11.399999999999999
4745997;24377689;2014-12-01;La Latina;Madrid;Comunidad de Madrid;28005;40.41006299208211;-3.707478844553208;Apartment;Private room;1.0;1.0;1.0;Real Bed;;0.0;248.0;10.0;moderate;2.0;7.91;1.0;35.0;630.0;210.0;0.382741935483871
16763949;449990;2011-03-18;Embajadores;Madrid;Comunidad de Madrid;28012;40.4118744602771;-3.701308631241128;Apartment;Entire home/apt;1.0;3.0;5.0;Real Bed;;0.0;326.0;;strict;10.0;;2.0;245.0;;;0.0
16248091;54310958;2016-01-12;Embajadores;Madrid;Comunidad de Madrid;28012;40.40872321515416;-3.692362019148068;Apartment;Entire home/apt;2.0;4.0;6.0;Real Bed;;37.0;109.0;10.0;strict;8.0;2.44;2.0;120.0;;;0.5372477064220184
1536252;8192639;2013-08-16;Embajadores;Madrid;Comunidad de Madrid;28012;40.41177611206862;-3.704898614268647;Apartment;Entire home/apt;1.0;1.0;2.0;Real Bed;;20.0;332.0;9.0;strict;3.0;3.6;1.0;40.0;;;0.13012048192771086
16675905;69009447;2016-04-26;La Latina;Madrid;Comunidad de Madrid;28012;40.40635370973264;-3.703991429463036;Apartment;Entire home/apt;1.0;2.0;3.0;Real Bed;;0.0;28.0;9.0;flexible;4.0;9.31;1.0;65.0;;;3.9899999999999998
7108452;27415854;2015-02-08;Embajadores;Madrid;Community of Madrid;28005;40.40770758436703;-3.7040950722900527;Apartment;Entire home/apt;1.0;1.0;1.0;Real Bed;;0.0;0.0;;flexible;2.0;;15.0;59.0;600.0;175.0;0.0
5832510;313365;2010-12-08;Embajadores;Madrid;Comunidad de Madrid;28012;40.410195379504586;-3.701701454349703;Apartment;Entire home/apt;1.0;1.0;1.0;Real Bed;;25.0;303.0;8.0;strict;2.0;2.89;3.0;29.0;;;0.34336633663366334
12484031;28010998;2015-02-19;Embajadores;Madrid;Comunidad de Madrid;28012;40.41010368433258;-3.7024079516336137;Apartment;Entire home/apt;1.0;0.0;1.0;Real Bed;;0.0;48.0;10.0;flexible;2.0;1.4;4.0;49.0;;;1.3999999999999997
9300301;25129863;2014-12-23;Embajadores;Madrid;Comunidad de Madrid;;40.410791190545375;-3.697963633236876;Apartment;Entire home/apt;1.0;2.0;3.0;Real Bed;;0.0;57.0;10.0;strict;4.0;0.83;2.0;90.0;;;0.34947368421052627
8528189;15258781;2014-05-08;La Latina;Madrid;Comunidad de Madrid;28012;40.4108295056357;-3.707281662827528;Apartment;Private room;4.0;1.0;1.0;Real Bed;;15.0;92.0;;strict;2.0;;10.0;25.0;;;0.0
1532354;7218465;2013-07-01;La Latina;Madrid;Community of Madrid;28005;40.40842611110629;-3.706267182628448;Apartment;Entire home/apt;1.0;1.0;1.0;Real Bed;;35.0;79.0;10.0;strict;3.0;0.96;3.0;48.0;920.0;310.0;0.4374683544303798
581691;2864064;2012-07-08;Embajadores;Madrid;Madrid;28012;40.407177992344046;-3.70326771718013;Apartment;Entire home/apt;1.0;1.0;1.0;Real Bed;;20.0;66.0;9.0;strict;3.0;3.47;1.0;48.0;;;0.6309090909090909
3922548;9285245;2013-10-07;Embajadores;Madrid;Community of Madrid;28012;40.41143048037392;-3.699736948686541;Apartment;Entire home/apt;1.0;3.0;4.0;Real Bed;;60.0;319.0;10.0;moderate;6.0;2.23;2.0;180.0;;;0.16777429467084637
9982157;38143510;2015-07-11;Embajadores;Madrid;Comunidad de Madrid;28012;40.41244869783963;-3.7033574454587166;Apartment;Entire home/apt;1.0;2.0;2.0;Real Bed;;25.0;340.0;9.0;moderate;4.0;2.69;2.0;50.0;1250.0;325.0;0.18988235294117647
4967324;3211214;2012-08-09;Embajadores;Madrid;Comunidad de Madrid;28005;40.40814840119403;-3.7058782865702486;Apartment;Entire home/apt;1.5;2.0;3.0;Real Bed;;30.0;0.0;9.0;moderate;6.0;1.28;2.0;180.0;;;3.0720003072000306e-06
14280309;78325794;2016-06-17;La Latina;Madrid;Comunidad de Madrid;28005;40.41358226160519;-3.706742568186566;Apartment;Private room;1.0;1.0;1.0;Futon;;9.0;299.0;10.0;moderate;1.0;9.83;1.0;18.0;;;0.3945150501672241
17745201;65068845;2016-03-30;Embajadores;Madrid;Comunidad de Madrid;28012;40.40877744958359;-3.700857189814326;Apartment;Private room;2.0;1.0;1.0;Real Bed;;30.0;56.0;;strict;1.0;;7.0;43.0;;;0.0
3555938;15291781;2014-05-09;Embajadores;Madrid;Community of Madrid;28012;40.41174043624051;-3.703884779810484;Apartment;Entire home/apt;1.0;1.0;2.0;Real Bed;;20.0;21.0;10.0;strict;4.0;0.12;4.0;85.0;;;0.2742857142857143
12107436;11158986;2014-01-09;Embajadores;Madrid;Comunidad de Madrid;28012;40.41252552007671;-3.702327526354485;Apartment;Entire home/apt;1.0;3.0;4.0;Real Bed;;45.0;132.0;10.0;moderate;8.0;2.0;3.0;135.0;;;0.5454545454545454
16223429;106007236;2016-12-03;Embajadores;Madrid;Comunidad de Madrid;28012;40.410513825901845;-3.699055538099477;Apartment;Entire home/apt;1.0;1.0;2.0;Real Bed;;20.0;64.0;9.0;moderate;3.0;4.43;3.0;40.0;;;2.491875
3222779;4190343;2012-11-19;Malasana;Madrid;Community of Madrid;28004;40.42580307547746;-3.70326305948532;Apartment;Entire home/apt;1.0;2.0;3.0;Real Bed;;30.0;292.0;10.0;strict;6.0;3.67;2.0;85.0;2100.0;540.0;0.30164383561643837
1333024;2436379;2012-05-22;Malasana;Madrid;Comunidad de Madrid;28004;40.42606120005854;-3.7023314081688894;Apartment;Entire home/apt;1.0;1.0;3.0;Real Bed;;30.0;314.0;10.0;strict;4.0;3.68;2.0;75.0;;;0.2812738853503185
1234836;5542111;2013-03-20;Malasana;Madrid;Community of Madrid;28015;40.423965450543314;-3.709107727061833;Apartment;Entire home/apt;1.0;2.0;2.0;Real Bed;;25.0;308.0;9.0;strict;4.0;3.76;1.0;50.0;1900.0;;0.14649350649350648
4015119;20818139;2014-09-01;Universidad;Madrid;Comunidad de Madrid;28004;40.424826225901214;-3.706906827412753;House;Private room;2.0;1.0;1.0;Real Bed;;0.0;0.0;;strict;2.0;;1.0;50.0;;;0.0
8172203;43124849;2015-09-01;Malasana;Madrid;Comunidad de Madrid;28004;40.42882593747729;-3.7044845720164674;Apartment;Entire home/apt;1.0;1.0;1.0;Real Bed;;30.0;62.0;10.0;flexible;3.0;2.56;2.0;55.0;;350.0;0.9909677419354839
5266480;5542111;2013-03-20;Malasana;Madrid;Comunidad de Madrid;28004;40.42107124667451;-3.7058532514816345;Apartment;Entire home/apt;1.0;1.0;2.0;Real Bed;;25.0;310.0;10.0;strict;4.0;2.44;1.0;45.0;;;0.0944516129032258
2943509;3048290;2012-07-25;Malasana;Madrid;Community of Madrid;28004;40.42435981347324;-3.706730789231222;Apartment;Entire home/apt;1.0;2.0;5.0;Real Bed;;25.0;233.0;10.0;moderate;8.0;0.08;1.0;99.0;;;0.004120171673819742
12709013;68825553;2016-04-25;Malasana;Madrid;Comunidad de Madrid;28004;40.42237394593423;-3.704246910752112;Apartment;Entire home/apt;1.0;1.0;2.0;Real Bed;;5.0;216.0;9.0;strict;3.0;7.57;1.0;40.0;;;0.42055555555555557
15558347;31134203;2015-04-13;Universidad;Madrid;Community of Madrid;;40.42813104712975;-3.706434963772617;Apartment;Entire home/apt;1.0;1.0;1.0;Real Bed;;0.0;83.0;;strict;2.0;;1.0;75.0;;;0.0
16743974;62828068;2016-03-13;Universidad;Madrid;Comunidad de Madrid;28004;40.42670924710707;-3.7018606883146856;Apartment;Entire home/apt;2.0;2.0;3.0;Real Bed;;40.0;142.0;10.0;strict;6.0;3.21;2.0;120.0;;;0.5425352112676056
6340181;27995933;2015-02-19;Malasana;Madrid;Comunidad de Madrid;28015;40.42590166455756;-3.706649703265676;Apartment;Entire home/apt;1.0;1.0;2.0;Real Bed;;25.0;298.0;10.0;strict;4.0;3.66;3.0;76.0;1450.0;415.0;0.4421476510067114
11933593;63701359;2016-03-20;Malasana;Madrid;Comunidad de Madrid;28004;40.42371551994815;-3.704693479694531;Apartment;Private room;1.0;1.0;1.0;Real Bed;;10.0;55.0;10.0;flexible;2.0;2.86;2.0;35.0;;;1.248
1763683;4292037;2012-11-30;Malasana;Madrid;Comunidad de Madrid;28004;40.42436936890456;-3.701134025477826;Apartment;Entire home/apt;1.0;0.0;1.0;Real Bed;;30.0;315.0;10.0;strict;2.0;4.34;2.0;50.0;1100.0;320.0;0.33066666666666666
16213533;7944419;2013-08-05;Malasana;Madrid;Comunidad de Madrid;28004;40.42806187749859;-3.7030077874918663;Other;Entire home/apt;1.0;0.0;1.0;Real Bed;;25.0;317.0;10.0;flexible;2.0;1.95;1.0;43.0;;;0.07381703470031545
15427486;94953184;2016-09-13;Universidad;Madrid;Comunidad de Madrid;28004;40.42326037117711;-3.7023264045223456;Apartment;Shared room;1.0;1.0;1.0;Real Bed;;0.0;343.0;8.0;strict;1.0;1.19;1.0;15.0;;;0.04163265306122449
3727205;5883981;2013-04-11;Malasana;Madrid;Community of Madrid;28004;40.424948521296855;-3.7016837165680783;Apartment;Entire home/apt;1.0;1.0;2.0;Real Bed;;30.0;63.0;10.0;moderate;4.0;6.19;2.0;65.0;2400.0;500.0;2.3580952380952382
13231178;16768541;2014-06-14;Malasana;Madrid;Comunidad de Madrid;28004;40.426132859092085;-3.702689222248527;Apartment;Entire home/apt;1.0;0.0;1.0;Real Bed;;30.0;329.0;10.0;strict;4.0;2.88;2.0;49.0;;;0.21009118541033436
15718951;59036146;2016-02-16;Malasana;Madrid;Comunidad de Madrid;28013;40.421989649982486;-3.703425612310848;Apartment;Entire home/apt;1.0;0.0;2.0;Real Bed;;5.0;244.0;10.0;strict;3.0;1.48;1.0;50.0;;;0.07278688524590163
17749414;27780904;2015-02-15;Universidad;Madrid;Comunidad de Madrid;28004;40.42642318997756;-3.70522912071858;Apartment;Entire home/apt;1.0;2.0;3.0;Real Bed;;25.0;30.0;10.0;strict;6.0;1.0;2.0;99.0;;;0.8
17651325;110305116;2017-01-07;Malasana;Madrid;Comunidad de Madrid;28004;40.423367741481705;-3.7063640784088734;Apartment;Private room;1.0;1.0;1.0;Real Bed;;15.0;34.0;;flexible;1.0;;2.0;18.0;;;0.0
6409632;5561312;2013-03-21;Malasana;Madrid;Community of Madrid;2015;40.42694611298485;-3.7093682853051737;Apartment;Entire home/apt;1.0;2.0;3.0;Real Bed;;30.0;59.0;10.0;strict;4.0;1.14;2.0;75.0;;400.0;0.46372881355932205
