ID;Self Check-In;Smartlock;Air conditioning;Elevator in building;Essentials;Internet;Heating;Pets allowed;Smoking allowed;Pool;TV;Kitchen;Gym
12132389;False;False;False;False;True;True;True;True;False;False;False;True;False
5725982;False;False;True;True;True;True;True;False;False;True;True;True;False
15795938;False;False;True;True;True;True;True;False;True;False;True;True;False
9804604;False;False;True;False;True;True;True;True;False;False;False;True;False
12852239;False;False;False;True;True;True;True;False;False;False;True;True;False
13580957;False;False;False;True;True;True;True;False;False;True;True;True;False
10437387;False;False;True;True;True;True;True;False;False;False;True;True;False
12454145;False;False;True;False;True;True;True;False;True;False;True;True;False
2080546;False;False;False;True;True;True;True;False;False;True;True;True;False
16768677;False;False;False;True;True;False;True;False;False;True;True;True;True
14826366;False;False;False;False;True;False;True;False;False;False;False;True;False
464912;False;False;False;False;False;True;True;False;False;False;False;True;False
9763866;False;False;False;False;True;False;True;False;False;False;True;True;False
11761078;False;False;True;True;True;True;True;False;False;False;False;False;False
17628751;False;False;False;False;False;False;True;False;False;False;True;True;False
4016921;False;False;False;True;True;True;True;False;False;False;True;True;False
14745545;False;False;False;False;True;False;True;False;False;False;True;True;False
16013621;False;False;True;False;True;False;True;False;False;False;True;True;False
13767574;False;False;False;True;True;True;False;False;False;False;False;True;False
7186478;False;False;False;False;True;True;True;False;True;False;True;True;False
17725864;False;False;False;True;True;False;True;False;True;False;True;True;False
12677104;False;False;True;True;True;False;True;False;False;False;True;True;False
7892449;False;False;True;True;True;True;True;False;False;False;True;True;False
13890161;False;False;False;False;True;True;True;False;True;False;False;True;False
16688957;False;False;False;True;True;False;True;False;False;False;False;True;False
9482378;False;False;False;False;True;True;True;True;False;False;True;True;False
15442129;False;False;False;False;True;False;False;False;True;False;False;False;False
17250356;False;False;False;False;True;True;True;True;False;False;True;True;False
17538830;False;False;True;True;True;False;True;False;False;False;True;True;False
13970702;False;False;True;True;True;False;False;False;True;False;True;True;False
18099741;False;False;False;False;True;False;True;False;False;False;False;True;False
